TID	L2_REFS	L2_MISSES	L3_REFS	L3_MISSES
0	7780	4127	616	2
0	7686	3433	490	0
0	7404	3358	522	0
0	7274	3353	552	0
0	7402	3357	399	0
0	7393	3353	410	0
0	7364	3360	448	0
0	7334	3358	484	0
0	7019	3351	589	0
0	7464	3663	601	0
