TID	L2_REFS	L2_MISSES	L3_REFS	L3_MISSES
0	7650	4159	692	673
0	7526	3053	428	0
0	6760	2988	555	0
0	6847	2984	446	0
0	6781	2985	528	0
0	6858	2984	433	0
0	6808	2983	492	0
0	6761	2985	552	0
0	6796	2983	455	0
0	6697	2981	582	0
