TID	L2_REFS	L2_MISSES	L3_REFS	L3_MISSES
0	4131	4121	4120	4112
0	4109	2960	2961	0
0	4109	2446	2446	0
0	4109	2390	2390	0
0	4109	2380	2380	0
0	4114	2411	2410	0
0	4109	3231	3231	0
0	4110	2432	2432	0
0	4109	2411	2411	0
0	4110	2415	2415	0
