TID	L2_REFS	L2_MISSES	L3_REFS	L3_MISSES
0	16081	8214	578	3
0	16055	8257	622	0
0	15590	8287	1244	0
0	15948	8262	755	0
0	15997	8259	696	0
0	16044	8259	632	0
0	15966	8257	727	0
0	16058	8264	622	0
0	15976	8257	715	0
0	16015	8257	668	0
