TID	L2_REFS	L2_MISSES	L3_REFS	L3_MISSES
0	8212	8214	8214	4
0	8209	8210	8211	0
0	8209	8210	8211	0
0	8206	8207	8208	0
0	8206	8207	8208	0
0	8227	8226	8227	0
0	8206	8207	8208	0
0	8205	8206	8207	0
0	8205	8206	8207	0
0	8204	8205	8206	0
