TID	L2_REFS	L2_MISSES	L3_REFS	L3_MISSES
0	9	7	6	3
0	6	2	2	0
0	1	0	0	0
0	1	0	0	0
0	2	1	1	0
0	1	0	0	0
0	1	0	0	0
0	1	0	0	0
0	1	0	0	0
0	1	0	0	0
