TID	L2_REFS	L2_MISSES	L3_REFS	L3_MISSES
0	8218	8177	8178	2
0	8220	8221	8223	0
0	8228	8229	8229	0
0	8225	8226	8229	0
0	8217	8218	8223	0
0	8216	8218	8220	0
0	8220	8222	8224	0
0	8219	8221	8226	0
0	8219	8221	8223	0
0	8219	8221	8223	0
