TID	L2_REFS	L2_MISSES	L3_REFS	L3_MISSES
0	8223	8179	8180	0
0	8222	8221	8223	0
0	8214	8215	8217	0
0	8217	8218	8220	0
0	8226	8227	8227	0
0	8222	8222	8224	0
0	8218	8219	8221	0
0	8217	8218	8220	0
0	8217	8218	8220	0
0	8219	8220	8222	0
