TID	L2_REFS	L2_MISSES	L3_REFS	L3_MISSES
0	8216	8217	8217	4
0	8209	8209	8210	0
0	8208	8207	8208	0
0	8206	8207	8208	0
0	8206	8207	8208	0
0	8231	8227	8228	0
0	8205	8206	8207	0
0	8205	8206	8207	0
0	8205	8206	8207	0
0	8205	8206	8207	0
