TID	L2_REFS	L2_MISSES	L3_REFS	L3_MISSES
0	16415	2045	2044	3
0	16411	553	554	0
0	16407	157	157	0
0	16406	153	153	0
0	16410	162	162	0
0	16408	159	159	0
0	16407	152	152	0
0	16413	155	155	0
0	16408	149	149	0
0	16403	149	149	0
1	16416	326	326	0
1	16412	564	566	0
1	16412	139	138	0
1	16410	127	127	0
1	16410	127	127	0
1	16409	127	127	0
1	16433	475	477	0
1	16408	613	614	0
1	16411	145	145	0
1	16409	144	145	0
