TID	L2_REFS	L2_MISSES	L3_REFS	L3_MISSES
0	8218	8174	8175	3
0	8221	8224	8226	0
0	8216	8217	8218	0
0	8252	8255	8256	0
0	8217	8218	8220	0
0	8217	8218	8220	0
0	8222	8225	8228	0
0	8217	8218	8220	0
0	8221	8222	8224	0
0	8221	8222	8224	0
