TID	L2_REFS	L2_MISSES	L3_REFS	L3_MISSES
0	16070	8220	590	0
0	16062	8265	622	0
0	15987	8264	706	0
0	15896	8261	831	0
0	16063	8268	626	0
0	15976	8261	715	0
0	16055	8261	618	0
0	16039	8264	641	0
0	16095	8261	574	0
0	16067	8260	608	0
