TID	L2_REFS	L2_MISSES	L3_REFS	L3_MISSES
0	16104	8224	557	0
0	15762	8304	1054	0
0	16017	8271	684	0
0	16092	8266	588	0
0	16049	8266	636	0
0	15980	8262	720	0
0	16062	8266	628	0
0	15981	8267	719	0
0	16091	8266	585	0
0	15965	8278	768	0
