TID	L2_REFS	L2_MISSES	L3_REFS	L3_MISSES
0	134500255	134498585	134498589	134481234
0	134500184	134498484	134498493	134481250
0	134500097	134498437	134498442	134481145
0	134501244	134498590	134498596	134481248
0	134500178	134498468	134498476	134481219
0	134500210	134498459	134498468	134481207
0	134500213	134498454	134498463	134481196
0	134500185	134498471	134498481	134481256
0	134500203	134498471	134498480	134481207
0	134500197	134498432	134498441	134481191
