TID	L2_REFS	L2_MISSES	L3_REFS	L3_MISSES
0	2068	2010	2009	0
0	2065	240	240	0
0	2058	6	6	0
0	2058	3	3	0
0	2058	2	2	0
0	2058	2	2	0
0	2058	2	2	0
0	2058	2	2	0
0	2058	2	2	0
0	2058	4	4	0
1	2066	174	173	0
1	2062	159	159	0
1	2060	8	8	0
1	2058	6	6	0
1	2058	7	7	0
1	2058	6	6	0
1	2070	171	171	0
1	2058	75	75	0
1	2059	7	7	0
1	2058	4	4	0
