TID	L2_REFS	L2_MISSES	L3_REFS	L3_MISSES
0	2074	2027	2027	3
0	2087	159	160	0
0	2078	26	26	0
0	2080	27	27	0
0	2078	13	13	0
0	2078	15	15	0
0	2078	16	16	0
0	2077	13	13	0
0	2077	18	18	0
0	2077	15	15	0
1	2088	68	68	0
1	2091	165	166	0
1	2079	27	27	0
1	2079	17	17	0
1	2079	14	14	0
1	2079	14	14	0
1	2080	13	13	0
1	2079	14	14	0
1	2082	24	25	0
1	2080	18	18	0
