TID	L2_REFS	L2_MISSES	L3_REFS	L3_MISSES
0	6235	6206	6199	0
0	6223	6213	6217	2
0	6213	6198	6201	0
0	6226	6211	6214	0
0	6228	6211	6214	0
0	6234	6216	6219	0
0	6227	6212	6216	0
0	6236	6223	6226	0
0	6272	6263	6265	0
0	6237	6225	6226	0
